"chrom","len","n_mappable","sample","median_coverage","variance","p.uncovered","n.telomeres","mean_cov","high_cov","weird"
"scf_8254275",2000,710,"TtM47",21,132.3899,0.0615,0,63.0313581006551,FALSE,TRUE
"scf_8254275",2000,710,"TtM29",0,1.100525,0.667,0,0,FALSE,FALSE
"scf_8254275",2000,710,"TtM28",0,0.1022151,0.9145,0,0,FALSE,FALSE
"scf_8254278",3649,2871,"TtM44",15,287.9513,0.2395177,0,25.0693353269678,FALSE,FALSE
"scf_8254278",3649,2871,"TtM29",14,98.70297,0.2600713,0,24.0479928264198,FALSE,FALSE
"scf_8254278",3649,2871,"TtM51",28,304.9182,0.2036174,0,44.6865616342249,FALSE,TRUE
"scf_8254278",3649,2871,"TtM25",16,95.23627,0.1433269,0,23.7380764123273,FALSE,FALSE
"scf_8254278",3649,2871,"TtM0",4,26.45851,0.2866539,0,7.12689517338964,FALSE,FALSE
"scf_8254278",3649,2871,"TtM19",29,336.5162,0.1340093,0,42.5623345130448,FALSE,FALSE
"scf_8254278",3649,2871,"TtM50",12,385.5891,0.2482872,0,20.2894358472265,FALSE,FALSE
"scf_8254278",3649,2871,"TtM47",3,55.1716,0.3540696,0,5.90304645482663,FALSE,TRUE
"scf_8254278",3649,2871,"TtM531",8,126.8453,0.2650041,0,13.8339353377245,FALSE,FALSE
"scf_8254278",3649,2871,"TtM40",1,2.454592,0.4061387,0,2.14020633986687,FALSE,FALSE
"scf_8254278",3649,2871,"TtM28",5,58.55677,0.2954234,0,9.01949993273678,FALSE,FALSE
"scf_8254278",3649,2871,"TtM20",23,161.8719,0.1912853,0,36.1470757771763,FALSE,FALSE
"scf_8254280",11931,8950,"TtM0",17,345.9229,0.04299723,0,23.6804274211991,FALSE,FALSE
"scf_8254280",11931,8950,"TtM20",25,98.94217,0.01835554,0,33.9499859678912,FALSE,FALSE
"scf_8254280",11931,8950,"TtM19",37,216.3066,0.006705222,0,49.6566459859492,FALSE,FALSE
"scf_8254280",11931,8950,"TtM50",51,976.8869,0.0159249,0,69.0869059796499,FALSE,FALSE
"scf_8254280",11931,8950,"TtM40",5,28.65383,0.112061,0,7.50655521211662,FALSE,FALSE
"scf_8254280",11931,8950,"TtM44",40,2386.554,0.3009806,0,76.2824394114569,FALSE,FALSE
"scf_8254280",11931,8950,"TtM29",21,81.27333,0.0247255,0,28.7042521255962,FALSE,FALSE
"scf_8254280",11931,8950,"TtM28",20,276.5101,0.04551169,0,27.9327177029193,FALSE,FALSE
"scf_8254280",11931,8950,"TtM531",29,548.2781,0.03662727,0,40.1289188923288,FALSE,FALSE
"scf_8254280",11931,8950,"TtM25",25,107.948,0.01139888,0,33.7110842464533,FALSE,FALSE
"scf_8254280",11931,8950,"TtM47",26,218.4925,0.01165032,0,35.0684468964025,FALSE,TRUE
"scf_8254280",11931,8950,"TtM51",34,164.3274,0.01248848,0,45.8976612989214,FALSE,TRUE
"scf_8254283",2352,836,"TtM51",17,316.3271,0.3486395,0,73.4274663510794,FALSE,TRUE
"scf_8254283",2352,836,"TtM44",5.5,957.4073,0.4494048,0,28.1035581322291,FALSE,FALSE
"scf_8254283",2352,836,"TtM47",19,264.4126,0.2946429,0,75.7836639831731,FALSE,TRUE
"scf_8254283",2352,836,"TtM50",7,934.3379,0.3954082,0,32.5736801331183,FALSE,FALSE
"scf_8254283",2352,836,"TtM0",1,116.3252,0.485119,0,5.4641696415028,FALSE,FALSE
"scf_8254283",2352,836,"TtM19",19,377.4746,0.2661565,0,72.8418872069392,FALSE,FALSE
"scf_8254283",2352,836,"TtM20",14,182.4755,0.3643707,0,61.9662432310978,FALSE,FALSE
"scf_8254283",2352,836,"TtM28",3,192.6563,0.4370748,0,14.993450972811,FALSE,FALSE
"scf_8254283",2352,836,"TtM25",10,150.8556,0.3035714,0,40.3974955822694,FALSE,FALSE
"scf_8254283",2352,836,"TtM40",1,19.89844,0.4931973,0,5.55126704965582,FALSE,FALSE
"scf_8254283",2352,836,"TtM531",3,385.6004,0.4477041,0,15.2820098566001,FALSE,FALSE
"scf_8254283",2352,836,"TtM29",11,106.3257,0.3184524,0,45.4074937994832,FALSE,FALSE
"scf_8254284",256773,256408,"TtM20",35,61.94476,0.001538324,2,35.1038239933827,FALSE,FALSE
"scf_8254284",256773,256408,"TtM25",34,45.13384,0.001522746,2,34.1003255602605,FALSE,FALSE
"scf_8254284",256773,256408,"TtM47",65,358.4543,0.001386439,2,65.1829004295378,FALSE,TRUE
"scf_8254284",256773,256408,"TtM50",118,2078.547,0.00144875,2,118.339418711033,FALSE,FALSE
"scf_8254284",256773,256408,"TtM0",36,675.2125,0.003571248,2,36.1804558314961,FALSE,FALSE
"scf_8254284",256773,256408,"TtM28",53,405.4507,0.001499379,2,53.1551458733907,FALSE,FALSE
"scf_8254284",256773,256408,"TtM44",128,5949.076,0.001713576,2,128.402236594419,FALSE,FALSE
"scf_8254284",256773,256408,"TtM29",29,37.6401,0.001725259,2,29.0914721874951,FALSE,FALSE
"scf_8254284",256773,256408,"TtM531",62,639.7065,0.001958929,2,62.2101229906885,FALSE,FALSE
"scf_8254284",256773,256408,"TtM40",14,95.13491,0.009101424,2,14.148702516025,FALSE,FALSE
"scf_8254284",256773,256408,"TtM51",38,57.47637,0.001464328,2,38.1098988680122,FALSE,TRUE
"scf_8254284",256773,256408,"TtM19",57,81.69406,0.001347494,2,57.1581604923484,FALSE,FALSE
"scf_8254286",4902,990,"TtM28",0,2.123093,0.5736434,0,0,FALSE,FALSE
"scf_8254286",4902,990,"TtM40",0,0,1,0,NA,FALSE,FALSE
"scf_8254286",4902,990,"TtM51",16,218.4915,0.1091391,0,88.9299804540107,FALSE,TRUE
"scf_8254286",4902,990,"TtM44",2,140.9875,0.3123215,0,14.4006687762236,FALSE,FALSE
"scf_8254286",4902,990,"TtM0",4,150.7309,0.2670339,0,27.0217962414095,FALSE,FALSE
"scf_8254286",4902,990,"TtM25",0,0.07563848,0.9175847,0,0,FALSE,FALSE
"scf_8254286",4902,990,"TtM29",1,2.07651,0.3869849,0,8.07731351399852,FALSE,FALSE
"scf_8254286",4902,990,"TtM19",1,6.149095,0.3535292,0,7.6593020930182,FALSE,FALSE
"scf_8254286",4902,990,"TtM531",0,0.8716727,0.9643003,0,0,FALSE,FALSE
"scf_8254286",4902,990,"TtM47",11,199.6382,0.1060792,0,60.9300809050049,FALSE,TRUE
"scf_8254286",4902,990,"TtM50",0,0.09658442,0.9292126,0,0,FALSE,FALSE
"scf_8254286",4902,990,"TtM20",0,0.3780461,0.9200326,0,0,FALSE,FALSE
"scf_8254287",8699,3920,"TtM531",0,2.998849,0.5820209,0,0,FALSE,FALSE
"scf_8254287",8699,3920,"TtM44",0,0,1,0,NA,FALSE,FALSE
"scf_8254287",8699,3920,"TtM29",0,1.576644,0.8820554,0,0,FALSE,FALSE
"scf_8254287",8699,3920,"TtM28",0,0.3972195,0.7516956,0,0,FALSE,FALSE
"scf_8254287",8699,3920,"TtM19",0,0.7796347,0.8683757,0,0,FALSE,FALSE
"scf_8254287",8699,3920,"TtM0",2,76.21837,0.3692378,0,7.03635269539368,FALSE,FALSE
"scf_8254287",8699,3920,"TtM51",14,139.4571,0.1880676,0,38.2640933442946,FALSE,TRUE
"scf_8254287",8699,3920,"TtM50",1,12.70643,0.4277503,0,3.87790968358957,FALSE,FALSE
"scf_8254287",8699,3920,"TtM20",0,0.1623322,0.9118289,0,0,FALSE,FALSE
"scf_8254287",8699,3920,"TtM25",0,0.6260629,0.919531,0,0,FALSE,FALSE
"scf_8254287",8699,3920,"TtM40",0,0.3165988,0.7835383,0,0,FALSE,FALSE
"scf_8254287",8699,3920,"TtM47",8,174.4443,0.2102541,0,22.4794598167459,FALSE,TRUE
"scf_8254288",53351,53251,"TtM28",35,505.7849,0.001220634,0,35.1085811931268,FALSE,FALSE
"scf_8254288",53351,53251,"TtM40",7,64.94378,0.06604571,0,7.50908836560528,FALSE,FALSE
"scf_8254288",53351,53251,"TtM50",76,2862.096,0.001220634,0,76.2357763050753,FALSE,FALSE
"scf_8254288",53351,53251,"TtM20",28,86.25112,0.008882462,0,28.3039902903873,FALSE,FALSE
"scf_8254288",53351,53251,"TtM0",20,749.664,0.004150157,0,20.1210635528833,FALSE,FALSE
"scf_8254288",53351,53251,"TtM29",26,62.77592,0.03430921,0,26.9742920238179,FALSE,FALSE
"scf_8254288",53351,53251,"TtM25",31,74.59213,0.001445982,0,31.1031895213949,FALSE,FALSE
"scf_8254288",53351,53251,"TtM51",34,44.42137,1.877899e-05,0,34.0644882629086,FALSE,TRUE
"scf_8254288",53351,53251,"TtM44",66,3848.293,0.03607444,0,68.5985973174475,FALSE,FALSE
"scf_8254288",53351,53251,"TtM19",49,153.1535,0.0008638335,0,49.1344610447779,FALSE,FALSE
"scf_8254288",53351,53251,"TtM531",39,761.5356,0.03808379,0,40.6202095931589,FALSE,FALSE
"scf_8254288",53351,53251,"TtM47",43,444.756,3.755798e-05,0,43.0823677439895,FALSE,TRUE
"scf_8254290",1838,91,"TtM29",0,0.05195969,0.945049,0,0,FALSE,FALSE
"scf_8254290",1838,91,"TtM25",0,0.05195969,0.945049,0,0,FALSE,FALSE
"scf_8254290",1838,91,"TtM40",0,0,1,0,NA,FALSE,FALSE
"scf_8254290",1838,91,"TtM47",0,0.09787685,0.8900979,0,0,FALSE,TRUE
"scf_8254290",1838,91,"TtM50",0,0,1,0,NA,FALSE,FALSE
"scf_8254290",1838,91,"TtM51",0,0,1,0,NA,FALSE,TRUE
"scf_8254290",1838,91,"TtM531",0,0,1,0,NA,FALSE,FALSE
"scf_8254290",1838,91,"TtM20",0,0,1,0,NA,FALSE,FALSE
"scf_8254290",1838,91,"TtM28",0,0,1,0,NA,FALSE,FALSE
"scf_8254290",1838,91,"TtM0",0,0,1,0,NA,FALSE,FALSE
"scf_8254290",1838,91,"TtM44",0,0,1,0,NA,FALSE,FALSE
"scf_8254290",1838,91,"TtM19",0,0.05195969,0.945049,0,0,FALSE,FALSE
"scf_8254294",1511,169,"TtM0",0,450.956,0.602912,0,0,FALSE,FALSE
"scf_8254294",1511,169,"TtM25",0,12.58382,0.6287227,0,0,FALSE,FALSE
"scf_8254294",1511,169,"TtM28",0,55.90642,0.9066843,0,0,FALSE,FALSE
"scf_8254294",1511,169,"TtM47",10,191.2604,0.4195897,0,154.043241520126,FALSE,TRUE
"scf_8254294",1511,169,"TtM29",1,4.23854,0.4864328,0,17.40926679579,FALSE,FALSE
"scf_8254294",1511,169,"TtM51",6,179.5818,0.4162806,0,91.9019830661807,FALSE,TRUE
"scf_8254294",1511,169,"TtM19",0,28.69648,0.6194573,0,0,FALSE,FALSE
"scf_8254294",1511,169,"TtM44",0,106.8431,0.9060225,0,0,FALSE,FALSE
"scf_8254294",1511,169,"TtM20",0,12.06752,0.7538054,0,0,FALSE,FALSE
"scf_8254294",1511,169,"TtM531",0,62.32756,0.9053607,0,0,FALSE,FALSE
"scf_8254294",1511,169,"TtM50",0,221.8604,0.9066843,0,0,FALSE,FALSE
"scf_8254294",1511,169,"TtM40",0,5.47321,0.9099934,0,0,FALSE,FALSE
"scf_8254297",3436,2557,"TtM25",29,172.9558,0.05878929,0,41.4031672240972,FALSE,FALSE
"scf_8254297",3436,2557,"TtM47",42,741.0057,0.07188591,0,60.8093486619002,FALSE,TRUE
"scf_8254297",3436,2557,"TtM51",38,227.2305,0.0596624,0,54.3027997725707,FALSE,TRUE
"scf_8254297",3436,2557,"TtM29",26,116.5792,0.04074505,0,36.4218269138792,FALSE,FALSE
"scf_8254297",3436,2557,"TtM20",34,229.103,0.09254948,0,50.3475556176959,FALSE,FALSE
"scf_8254297",3436,2557,"TtM531",46,877.2611,0.1169965,0,70.0031904542222,FALSE,FALSE
"scf_8254297",3436,2557,"TtM28",39,683.3915,0.1405704,0,60.9784985678557,FALSE,FALSE
"scf_8254297",3436,2557,"TtM19",50,468.8343,0.04569267,0,70.4051084545871,FALSE,FALSE
"scf_8254297",3436,2557,"TtM40",11,98.27084,0.1426077,0,17.2399313999958,FALSE,FALSE
"scf_8254297",3436,2557,"TtM50",80,3777.791,0.1088475,0,120.631404510734,FALSE,FALSE
"scf_8254297",3436,2557,"TtM0",15,417.5403,0.1760768,0,24.4639710597993,FALSE,FALSE
"scf_8254297",3436,2557,"TtM44",106,8642.117,0.1190338,0,161.684745071302,FALSE,FALSE
"scf_8254299",3389,2664,"TtM0",16,165.2245,0.09707878,0,22.5427799275272,FALSE,FALSE
"scf_8254299",3389,2664,"TtM44",59,1503.527,0.09442313,0,82.8827283118237,FALSE,FALSE
"scf_8254299",3389,2664,"TtM19",37,316.0186,0.06196518,0,50.1787816836527,FALSE,FALSE
"scf_8254299",3389,2664,"TtM51",31,154.2791,0.03688404,0,40.9468466928547,FALSE,TRUE
"scf_8254299",3389,2664,"TtM531",33,404.7081,0.1171437,0,47.5511766250701,FALSE,FALSE
"scf_8254299",3389,2664,"TtM47",34,242.7429,0.05606374,0,45.8219530659867,FALSE,TRUE
"scf_8254299",3389,2664,"TtM25",22,95.85065,0.05930953,0,29.7518026702633,FALSE,FALSE
"scf_8254299",3389,2664,"TtM29",22,81.87993,0.04278548,0,29.2382080008954,FALSE,FALSE
"scf_8254299",3389,2664,"TtM20",26,116.4644,0.06639127,0,35.4279311696516,FALSE,FALSE
"scf_8254299",3389,2664,"TtM40",6,39.23671,0.1460608,0,8.938438337159,FALSE,FALSE
"scf_8254299",3389,2664,"TtM50",53,1070.552,0.07642372,0,73.0029562894348,FALSE,FALSE
"scf_8254299",3389,2664,"TtM28",23,267.0322,0.1197994,0,33.2417228349815,FALSE,FALSE
"scf_8254301",3146,2271,"TtM47",21,393.0123,0.05403687,0,30.7529420025576,FALSE,TRUE
"scf_8254301",3146,2271,"TtM20",20,72.28335,0.04386523,0,28.9769364321964,FALSE,FALSE
"scf_8254301",3146,2271,"TtM28",13,234.5864,0.08328036,0,19.6448356807178,FALSE,FALSE
"scf_8254301",3146,2271,"TtM51",19,89.92973,0.04609027,0,27.5923001942307,FALSE,TRUE
"scf_8254301",3146,2271,"TtM44",0,0,1,0,NA,FALSE,FALSE
"scf_8254301",3146,2271,"TtM19",28,219.2103,0.04386523,0,40.5677110050749,FALSE,FALSE
"scf_8254301",3146,2271,"TtM40",3,46.19043,0.3442467,0,6.33756394002959,FALSE,FALSE
"scf_8254301",3146,2271,"TtM25",17,102.4166,0.046726,0,24.704311649397,FALSE,FALSE
"scf_8254301",3146,2271,"TtM531",18,461.7747,0.1036236,0,27.8178573262442,FALSE,FALSE
"scf_8254301",3146,2271,"TtM50",31,1851.061,0.07183725,0,46.2678312600879,FALSE,FALSE
"scf_8254301",3146,2271,"TtM29",14,103.9264,0.04767959,0,20.3650990905801,FALSE,FALSE
"scf_8254301",3146,2271,"TtM0",6,425.7399,0.2205976,0,10.6642691057544,FALSE,FALSE
"scf_8254302",50226,48940,"TtM531",43,688.0151,0.005167648,0,44.3591466360247,FALSE,FALSE
"scf_8254302",50226,48940,"TtM25",30,61.99416,0.0005808597,0,30.8062063027949,FALSE,FALSE
"scf_8254302",50226,48940,"TtM19",48,120.604,0.0003004447,0,49.276104294842,FALSE,FALSE
"scf_8254302",50226,48940,"TtM40",8,53.47842,0.03903778,0,8.54374544687615,FALSE,FALSE
"scf_8254302",50226,48940,"TtM29",29,56.18509,0.000901334,0,29.7888848798399,FALSE,FALSE
"scf_8254302",50226,48940,"TtM50",67,1617.334,0.002323439,0,68.9206969911608,FALSE,FALSE
"scf_8254302",50226,48940,"TtM20",29,83.45162,0.00110163,0,29.7948580545542,FALSE,FALSE
"scf_8254302",50226,48940,"TtM28",34,406.5719,0.00168249,0,34.9522272878057,FALSE,FALSE
"scf_8254302",50226,48940,"TtM44",49,3425.648,0.0220927,0,51.4236642107469,FALSE,FALSE
"scf_8254302",50226,48940,"TtM47",47,493.9688,0.004366462,0,48.446562550911,FALSE,TRUE
"scf_8254302",50226,48940,"TtM51",33,56.03483,8.011858e-05,0,33.8698570457994,FALSE,TRUE
"scf_8254302",50226,48940,"TtM0",22,530.3687,0.01848736,0,23.003367157145,FALSE,FALSE
"scf_8254305",15432,14102,"TtM50",93,2570.107,0.06130119,1,108.417199653633,FALSE,FALSE
"scf_8254305",15432,14102,"TtM0",36,1198.816,0.08132452,1,42.8826761363551,FALSE,FALSE
"scf_8254305",15432,14102,"TtM19",49,339.7849,0.06156039,1,57.1388182429318,FALSE,FALSE
"scf_8254305",15432,14102,"TtM25",25,103.3609,0.06499482,1,29.2595401295966,FALSE,FALSE
"scf_8254305",15432,14102,"TtM47",45,439.0279,0.05825557,1,52.290278854172,FALSE,TRUE
"scf_8254305",15432,14102,"TtM51",42,223.1316,0.05806117,1,48.7941879026182,FALSE,TRUE
"scf_8254305",15432,14102,"TtM29",28,118.6157,0.05281234,1,32.3491969646876,FALSE,FALSE
"scf_8254305",15432,14102,"TtM40",17,195.1714,0.09765422,1,20.6166184743521,FALSE,FALSE
"scf_8254305",15432,14102,"TtM20",36,182.7323,0.0624028,1,42.0172576061987,FALSE,FALSE
"scf_8254305",15432,14102,"TtM44",174,16249.18,0.1884396,1,234.622633430255,FALSE,FALSE
"scf_8254305",15432,14102,"TtM28",35,442.4698,0.0780845,1,41.5449682967983,FALSE,FALSE
"scf_8254305",15432,14102,"TtM531",53,914.3149,0.07050285,1,62.3978048361442,FALSE,FALSE
"scf_8254307",4455,2565,"TtM20",0,3.278344,0.9095398,0,0,FALSE,FALSE
"scf_8254307",4455,2565,"TtM0",12,417.3941,0.1869809,0,25.6354435746441,FALSE,FALSE
"scf_8254307",4455,2565,"TtM50",0,0.1587851,0.8922559,0,0,FALSE,FALSE
"scf_8254307",4455,2565,"TtM51",28,316.0249,0.002693603,0,48.7629269135916,FALSE,TRUE
"scf_8254307",4455,2565,"TtM19",4,14.8691,0.11156,0,7.81973844159722,FALSE,FALSE
"scf_8254307",4455,2565,"TtM44",12,303.5633,0.1178451,0,23.6263554883138,FALSE,FALSE
"scf_8254307",4455,2565,"TtM29",2,3.226987,0.1393939,0,4.03632301761086,FALSE,FALSE
"scf_8254307",4455,2565,"TtM40",0,0,1,0,NA,FALSE,FALSE
"scf_8254307",4455,2565,"TtM531",1,3.007561,0.4071829,0,2.92981107539435,FALSE,FALSE
"scf_8254307",4455,2565,"TtM47",22,292.6099,0.01481481,0,38.7851205069267,FALSE,TRUE
"scf_8254307",4455,2565,"TtM25",0,0.833854,0.8969697,0,0,FALSE,FALSE
"scf_8254307",4455,2565,"TtM28",1,4.326373,0.3728395,0,2.76937419570135,FALSE,FALSE
"scf_8254322",6150,3523,"TtM25",16,105.068,0.0805042,0,30.3761483694325,FALSE,FALSE
"scf_8254322",6150,3523,"TtM28",18,238.6634,0.172605,0,37.9771251356411,FALSE,FALSE
"scf_8254322",6150,3523,"TtM19",27,223.9279,0.07882353,0,51.166227875323,FALSE,FALSE
"scf_8254322",6150,3523,"TtM20",13,63.5179,0.09663866,0,25.121428084657,FALSE,FALSE
"scf_8254322",6150,3523,"TtM531",24,434.4813,0.1546218,0,49.5590154427983,FALSE,FALSE
"scf_8254322",6150,3523,"TtM50",35,941.1783,0.1151261,0,69.0476864560483,FALSE,FALSE
"scf_8254322",6150,3523,"TtM51",18,121.9303,0.08672269,0,34.4058514402419,FALSE,TRUE
"scf_8254322",6150,3523,"TtM44",0,0.077017,0.9418487,0,0,FALSE,FALSE
"scf_8254322",6150,3523,"TtM40",4,47.74551,0.2206723,0,8.95988325766876,FALSE,FALSE
"scf_8254322",6150,3523,"TtM0",12,231.324,0.1317647,0,24.1271641851034,FALSE,FALSE
"scf_8254322",6150,3523,"TtM29",15,104.78,0.08806723,0,28.7138157596893,FALSE,FALSE
"scf_8254322",6150,3523,"TtM47",25,359.9748,0.08554622,0,47.7244268941311,FALSE,TRUE
"scf_8254323",1688,0,"TtM40",0,0,1,0,NA,FALSE,FALSE
"scf_8254323",1688,0,"TtM51",0,0,1,0,NA,FALSE,TRUE
"scf_8254323",1688,0,"TtM44",0,0,1,0,NA,FALSE,FALSE
"scf_8254323",1688,0,"TtM20",0,0,1,0,NA,FALSE,FALSE
"scf_8254323",1688,0,"TtM28",0,0,1,0,NA,FALSE,FALSE
"scf_8254323",1688,0,"TtM19",0,0,1,0,NA,FALSE,FALSE
"scf_8254323",1688,0,"TtM0",0,0,1,0,NA,FALSE,FALSE
"scf_8254323",1688,0,"TtM29",0,0,1,0,NA,FALSE,FALSE
"scf_8254323",1688,0,"TtM47",0,0.05628735,0.9401659,0,NA,FALSE,TRUE
"scf_8254323",1688,0,"TtM25",0,0,1,0,NA,FALSE,FALSE
"scf_8254323",1688,0,"TtM531",0,0,1,0,NA,FALSE,FALSE
"scf_8254323",1688,0,"TtM50",0,0,1,0,NA,FALSE,FALSE
"scf_8254329",1461,1041,"TtM19",0,0.1187308,0.862423,0,0,FALSE,FALSE
"scf_8254329",1461,1041,"TtM25",0,0.1192268,0.8617385,0,0,FALSE,FALSE
"scf_8254329",1461,1041,"TtM20",0,0,1,0,NA,FALSE,FALSE
"scf_8254329",1461,1041,"TtM50",0,0.1182339,0.8631075,0,0,FALSE,FALSE
"scf_8254329",1461,1041,"TtM531",0,0,1,0,NA,FALSE,FALSE
"scf_8254329",1461,1041,"TtM51",1,1.822338,0.284052,0,1.96027953602285,FALSE,TRUE
"scf_8254329",1461,1041,"TtM28",1,1.121472,0.4832307,0,2.71583124859872,FALSE,FALSE
"scf_8254329",1461,1041,"TtM29",0,0,1,0,NA,FALSE,FALSE
"scf_8254329",1461,1041,"TtM44",0,0,1,0,NA,FALSE,FALSE
"scf_8254329",1461,1041,"TtM0",0,0.6887626,0.7563313,0,0,FALSE,FALSE
"scf_8254329",1461,1041,"TtM40",0,0,1,0,NA,FALSE,FALSE
"scf_8254329",1461,1041,"TtM47",0,0,1,0,NA,FALSE,TRUE
"scf_8254332",50910,45520,"TtM40",13,161.8771,0.1092305,1,16.322206108697,FALSE,FALSE
"scf_8254332",50910,45520,"TtM50",81,2405.422,0.08195237,1,98.6780704581171,FALSE,FALSE
"scf_8254332",50910,45520,"TtM44",141,11029.7,0.08055501,1,171.511879288268,FALSE,FALSE
"scf_8254332",50910,45520,"TtM19",47,261.2546,0.07102932,1,56.5843973091747,FALSE,FALSE
"scf_8254332",50910,45520,"TtM51",42,201.0212,0.07169848,1,50.6012298612035,FALSE,TRUE
"scf_8254332",50910,45520,"TtM0",31,971.4759,0.09246211,1,38.2030266530817,FALSE,FALSE
"scf_8254332",50910,45520,"TtM531",47,890.3397,0.08604605,1,57.5141078450333,FALSE,FALSE
"scf_8254332",50910,45520,"TtM28",34,407.983,0.08821098,1,41.7047385275085,FALSE,FALSE
"scf_8254332",50910,45520,"TtM29",28,107.9376,0.07195434,1,33.743453667301,FALSE,FALSE
"scf_8254332",50910,45520,"TtM25",26,87.00333,0.07120646,1,31.3079769575937,FALSE,FALSE
"scf_8254332",50910,45520,"TtM47",43,465.2878,0.07093092,1,51.7632209699181,FALSE,TRUE
"scf_8254332",50910,45520,"TtM20",36,166.7263,0.07222988,1,43.3973252469276,FALSE,FALSE
"scf_8254341",1389,771,"TtM531",0,0,1,0,NA,FALSE,FALSE
"scf_8254341",1389,771,"TtM25",0,0.06064011,0.9352052,0,0,FALSE,FALSE
"scf_8254341",1389,771,"TtM47",0,0,1,0,NA,FALSE,TRUE
"scf_8254341",1389,771,"TtM20",0,0,1,0,NA,FALSE,FALSE
"scf_8254341",1389,771,"TtM44",0,0,1,0,NA,FALSE,FALSE
"scf_8254341",1389,771,"TtM51",1,1.594056,0.4809215,0,3.47068202638611,FALSE,TRUE
"scf_8254341",1389,771,"TtM29",0,0,1,0,NA,FALSE,FALSE
"scf_8254341",1389,771,"TtM0",0,0.1588542,0.87473,0,0,FALSE,FALSE
"scf_8254341",1389,771,"TtM50",0,0,1,0,NA,FALSE,FALSE
"scf_8254341",1389,771,"TtM19",0,0,1,0,NA,FALSE,FALSE
"scf_8254341",1389,771,"TtM40",0,0,1,0,NA,FALSE,FALSE
"scf_8254341",1389,771,"TtM28",0,0.6634601,0.5593952,0,0,FALSE,FALSE
"scf_8254342",1768,427,"TtM25",0,0,1,0,NA,FALSE,FALSE
"scf_8254342",1768,427,"TtM51",7,216.4333,0.3812217,0,46.8400500750868,FALSE,TRUE
"scf_8254342",1768,427,"TtM50",0,0,1,0,NA,FALSE,FALSE
"scf_8254342",1768,427,"TtM40",0,0,1,0,NA,FALSE,FALSE
"scf_8254342",1768,427,"TtM20",0,0,1,0,NA,FALSE,FALSE
"scf_8254342",1768,427,"TtM47",11,212.1062,0.3071267,0,65.734481971389,FALSE,TRUE
"scf_8254342",1768,427,"TtM531",0,1.368585,0.8195701,0,0,FALSE,FALSE
"scf_8254342",1768,427,"TtM0",0,0.1667781,0.7986425,0,0,FALSE,FALSE
"scf_8254342",1768,427,"TtM29",0,1.418852,0.7002262,0,0,FALSE,FALSE
"scf_8254342",1768,427,"TtM19",0,5.246177,0.5938914,0,0,FALSE,FALSE
"scf_8254342",1768,427,"TtM44",0,46.27431,0.7109729,0,0,FALSE,FALSE
"scf_8254342",1768,427,"TtM28",0,1.570307,0.7794118,0,0,FALSE,FALSE
"scf_8254354",1619,408,"TtM0",0,9.278446,0.562693,0,0,FALSE,FALSE
"scf_8254354",1619,408,"TtM50",0,0,1,0,NA,FALSE,FALSE
"scf_8254354",1619,408,"TtM19",0,0.05852855,0.9376158,0,0,FALSE,FALSE
"scf_8254354",1619,408,"TtM47",0,0,1,0,NA,FALSE,TRUE
"scf_8254354",1619,408,"TtM40",0,0,1,0,NA,FALSE,FALSE
"scf_8254354",1619,408,"TtM51",0,1.319285,0.6676961,0,0,FALSE,TRUE
"scf_8254354",1619,408,"TtM44",0,0,1,0,NA,FALSE,FALSE
"scf_8254354",1619,408,"TtM29",0,0.05852855,0.9376158,0,0,FALSE,FALSE
"scf_8254354",1619,408,"TtM20",0,0,1,0,NA,FALSE,FALSE
"scf_8254354",1619,408,"TtM28",0,0,1,0,NA,FALSE,FALSE
"scf_8254354",1619,408,"TtM531",0,0,1,0,NA,FALSE,FALSE
"scf_8254354",1619,408,"TtM25",0,0,1,0,NA,FALSE,FALSE
"scf_8254355",9713,9324,"TtM19",45,144.7774,0.0006241548,0,46.9066901632306,FALSE,FALSE
"scf_8254355",9713,9324,"TtM20",30,66.5176,0.001352335,0,31.293928626578,FALSE,FALSE
"scf_8254355",9713,9324,"TtM47",53,334.9766,0.005409342,0,55.5114559111166,FALSE,TRUE
"scf_8254355",9713,9324,"TtM40",9,38.67677,0.0588786,0,9.9620331930425,FALSE,FALSE
"scf_8254355",9713,9324,"TtM0",27,363.7907,0.00717778,0,28.3297928973103,FALSE,FALSE
"scf_8254355",9713,9324,"TtM28",32,275.2863,0.02444606,0,34.17038050715,FALSE,FALSE
"scf_8254355",9713,9324,"TtM51",31,44.8674,0.003016748,0,32.3910446625327,FALSE,TRUE
"scf_8254355",9713,9324,"TtM531",46,505.4673,0.01206699,0,48.5044359628528,FALSE,FALSE
"scf_8254355",9713,9324,"TtM29",29,55.23584,0.001560387,0,30.2571012473325,FALSE,FALSE
"scf_8254355",9713,9324,"TtM25",28,58.92403,0.0001040258,0,29.1712027258687,FALSE,FALSE
"scf_8254355",9713,9324,"TtM44",0,0.1132155,0.8866119,0,0,FALSE,FALSE
"scf_8254355",9713,9324,"TtM50",65,1302.33,0.01508374,0,68.7488081086396,FALSE,FALSE
"scf_8254356",3641,532,"TtM44",0,48.65902,0.7302939,0,0,FALSE,FALSE
"scf_8254356",3641,532,"TtM531",0,66.739,0.6937654,0,0,FALSE,FALSE
"scf_8254356",3641,532,"TtM20",0,105.1329,0.6421313,0,0,FALSE,FALSE
